state,district,stage,sex,date,students
Sabah,Penampang,post_secondary,male,2020-01-01,106
Sabah,Penampang,post_secondary,male,2021-01-01,90
Sabah,Penampang,post_secondary,male,2022-01-01,95
Sabah,Pitas,primary,both,2017-01-01,5626
Sabah,Pitas,primary,both,2018-01-01,5677
Sabah,Pitas,primary,both,2019-01-01,5872
Sabah,Pitas,primary,both,2020-01-01,6053
Sabah,Pitas,primary,both,2021-01-01,6077
Sabah,Pitas,primary,both,2022-01-01,6173
Sabah,Pitas,primary,female,2017-01-01,2719
Sabah,Pitas,primary,female,2018-01-01,2787
Sabah,Pitas,primary,female,2019-01-01,2892
Sabah,Pitas,primary,female,2020-01-01,2958
Sabah,Pitas,primary,female,2021-01-01,3005
Sabah,Pitas,primary,female,2022-01-01,3049
Sabah,Pitas,primary,male,2017-01-01,2907
Sabah,Pitas,primary,male,2018-01-01,2890
Sabah,Pitas,primary,male,2019-01-01,2980
Sabah,Pitas,primary,male,2020-01-01,3095
Sabah,Pitas,primary,male,2021-01-01,3072
Sabah,Pitas,primary,male,2022-01-01,3124
Sabah,Pitas,secondary,both,2017-01-01,4528
Sabah,Pitas,secondary,both,2018-01-01,4047
Sabah,Pitas,secondary,both,2019-01-01,3781
Sabah,Pitas,secondary,both,2020-01-01,3712
Sabah,Pitas,secondary,both,2021-01-01,4037
Sabah,Pitas,secondary,both,2022-01-01,4130
Sabah,Pitas,secondary,female,2017-01-01,2378
Sabah,Pitas,secondary,female,2018-01-01,2034
Sabah,Pitas,secondary,female,2019-01-01,1884
Sabah,Pitas,secondary,female,2020-01-01,1837
Sabah,Pitas,secondary,female,2021-01-01,1967
Sabah,Pitas,secondary,female,2022-01-01,2005
Sabah,Pitas,secondary,male,2017-01-01,2150
Sabah,Pitas,secondary,male,2018-01-01,2013
Sabah,Pitas,secondary,male,2019-01-01,1897
Sabah,Pitas,secondary,male,2020-01-01,1875
Sabah,Pitas,secondary,male,2021-01-01,2070
Sabah,Pitas,secondary,male,2022-01-01,2125
Sabah,Pitas,post_secondary,both,2018-01-01,390
Sabah,Pitas,post_secondary,both,2019-01-01,449
Sabah,Pitas,post_secondary,both,2020-01-01,262
Sabah,Pitas,post_secondary,both,2021-01-01,250
Sabah,Pitas,post_secondary,both,2022-01-01,192
Sabah,Pitas,post_secondary,female,2018-01-01,254
Sabah,Pitas,post_secondary,female,2019-01-01,300
Sabah,Pitas,post_secondary,female,2020-01-01,175
Sabah,Pitas,post_secondary,female,2021-01-01,168
Sabah,Pitas,post_secondary,female,2022-01-01,123
Sabah,Pitas,post_secondary,male,2018-01-01,136
Sabah,Pitas,post_secondary,male,2019-01-01,149
Sabah,Pitas,post_secondary,male,2020-01-01,87
Sabah,Pitas,post_secondary,male,2021-01-01,82
Sabah,Pitas,post_secondary,male,2022-01-01,69
Sabah,Putatan,primary,both,2018-01-01,778
Sabah,Putatan,primary,both,2019-01-01,825
Sabah,Putatan,primary,both,2020-01-01,866
Sabah,Putatan,primary,both,2021-01-01,866
Sabah,Putatan,primary,both,2022-01-01,881
Sabah,Putatan,primary,female,2018-01-01,395
Sabah,Putatan,primary,female,2019-01-01,423
Sabah,Putatan,primary,female,2020-01-01,429
Sabah,Putatan,primary,female,2021-01-01,423
Sabah,Putatan,primary,female,2022-01-01,424
Sabah,Putatan,primary,male,2018-01-01,383
Sabah,Putatan,primary,male,2019-01-01,402
Sabah,Putatan,primary,male,2020-01-01,437
Sabah,Putatan,primary,male,2021-01-01,443
Sabah,Putatan,primary,male,2022-01-01,457
Sabah,Putatan,secondary,both,2018-01-01,0
Sabah,Putatan,secondary,both,2019-01-01,0
Sabah,Putatan,secondary,both,2020-01-01,0
Sabah,Putatan,secondary,both,2021-01-01,0
Sabah,Putatan,secondary,both,2022-01-01,0
Sabah,Putatan,secondary,female,2018-01-01,0
Sabah,Putatan,secondary,female,2019-01-01,0
Sabah,Putatan,secondary,female,2020-01-01,0
Sabah,Putatan,secondary,female,2021-01-01,0
Sabah,Putatan,secondary,female,2022-01-01,0
Sabah,Putatan,secondary,male,2018-01-01,0
Sabah,Putatan,secondary,male,2019-01-01,0
Sabah,Putatan,secondary,male,2020-01-01,0
Sabah,Putatan,secondary,male,2021-01-01,0
Sabah,Putatan,secondary,male,2022-01-01,0
Sabah,Putatan,post_secondary,both,2018-01-01,0
Sabah,Putatan,post_secondary,both,2019-01-01,0
Sabah,Putatan,post_secondary,both,2020-01-01,0
Sabah,Putatan,post_secondary,both,2021-01-01,0
Sabah,Putatan,post_secondary,both,2022-01-01,0
Sabah,Putatan,post_secondary,female,2018-01-01,0
Sabah,Putatan,post_secondary,female,2019-01-01,0
Sabah,Putatan,post_secondary,female,2020-01-01,0
Sabah,Putatan,post_secondary,female,2021-01-01,0
Sabah,Putatan,post_secondary,female,2022-01-01,0
Sabah,Putatan,post_secondary,male,2018-01-01,0
Sabah,Putatan,post_secondary,male,2019-01-01,0
Sabah,Putatan,post_secondary,male,2020-01-01,0
Sabah,Putatan,post_secondary,male,2021-01-01,0
Sabah,Putatan,post_secondary,male,2022-01-01,0
Sabah,Ranau,primary,both,2017-01-01,10844
Sabah,Ranau,primary,both,2018-01-01,11108
Sabah,Ranau,primary,both,2019-01-01,11312
Sabah,Ranau,primary,both,2020-01-01,11639
Sabah,Ranau,primary,both,2021-01-01,11693
Sabah,Ranau,primary,both,2022-01-01,11596
Sabah,Ranau,primary,female,2017-01-01,5243
Sabah,Ranau,primary,female,2018-01-01,5353
Sabah,Ranau,primary,female,2019-01-01,5445
Sabah,Ranau,primary,female,2020-01-01,5610
Sabah,Ranau,primary,female,2021-01-01,5569
Sabah,Ranau,primary,female,2022-01-01,5541
Sabah,Ranau,primary,male,2017-01-01,5601
Sabah,Ranau,primary,male,2018-01-01,5755
Sabah,Ranau,primary,male,2019-01-01,5867
Sabah,Ranau,primary,male,2020-01-01,6029
Sabah,Ranau,primary,male,2021-01-01,6124
Sabah,Ranau,primary,male,2022-01-01,6055
Sabah,Ranau,secondary,both,2017-01-01,8485
Sabah,Ranau,secondary,both,2018-01-01,7644
Sabah,Ranau,secondary,both,2019-01-01,7608
Sabah,Ranau,secondary,both,2020-01-01,7673
Sabah,Ranau,secondary,both,2021-01-01,8164
Sabah,Ranau,secondary,both,2022-01-01,8555
Sabah,Ranau,secondary,female,2017-01-01,4397
Sabah,Ranau,secondary,female,2018-01-01,3859
Sabah,Ranau,secondary,female,2019-01-01,3792
Sabah,Ranau,secondary,female,2020-01-01,3821
Sabah,Ranau,secondary,female,2021-01-01,4030
Sabah,Ranau,secondary,female,2022-01-01,4199
Sabah,Ranau,secondary,male,2017-01-01,4088
Sabah,Ranau,secondary,male,2018-01-01,3785
Sabah,Ranau,secondary,male,2019-01-01,3816
Sabah,Ranau,secondary,male,2020-01-01,3852
Sabah,Ranau,secondary,male,2021-01-01,4134
Sabah,Ranau,secondary,male,2022-01-01,4356
Sabah,Ranau,post_secondary,both,2018-01-01,829
Sabah,Ranau,post_secondary,both,2019-01-01,802
Sabah,Ranau,post_secondary,both,2020-01-01,346
Sabah,Ranau,post_secondary,both,2021-01-01,442
Sabah,Ranau,post_secondary,both,2022-01-01,333
Sabah,Ranau,post_secondary,female,2018-01-01,555
Sabah,Ranau,post_secondary,female,2019-01-01,551
Sabah,Ranau,post_secondary,female,2020-01-01,233
Sabah,Ranau,post_secondary,female,2021-01-01,308
Sabah,Ranau,post_secondary,female,2022-01-01,215
Sabah,Ranau,post_secondary,male,2018-01-01,274
Sabah,Ranau,post_secondary,male,2019-01-01,251
Sabah,Ranau,post_secondary,male,2020-01-01,113
Sabah,Ranau,post_secondary,male,2021-01-01,134
Sabah,Ranau,post_secondary,male,2022-01-01,118
Sabah,Sandakan,primary,both,2017-01-01,27327
Sabah,Sandakan,primary,both,2018-01-01,27246
Sabah,Sandakan,primary,both,2019-01-01,27572
Sabah,Sandakan,primary,both,2020-01-01,27612
Sabah,Sandakan,primary,both,2021-01-01,27473
Sabah,Sandakan,primary,both,2022-01-01,27395
Sabah,Sandakan,primary,female,2017-01-01,13245
Sabah,Sandakan,primary,female,2018-01-01,13148
Sabah,Sandakan,primary,female,2019-01-01,13240
Sabah,Sandakan,primary,female,2020-01-01,13274
Sabah,Sandakan,primary,female,2021-01-01,13263
Sabah,Sandakan,primary,female,2022-01-01,13228
Sabah,Sandakan,primary,male,2017-01-01,14082
Sabah,Sandakan,primary,male,2018-01-01,14098
Sabah,Sandakan,primary,male,2019-01-01,14332
Sabah,Sandakan,primary,male,2020-01-01,14338
Sabah,Sandakan,primary,male,2021-01-01,14210
Sabah,Sandakan,primary,male,2022-01-01,14167
Sabah,Sandakan,secondary,both,2017-01-01,20841
Sabah,Sandakan,secondary,both,2018-01-01,18948
Sabah,Sandakan,secondary,both,2019-01-01,18897
Sabah,Sandakan,secondary,both,2020-01-01,18992
Sabah,Sandakan,secondary,both,2021-01-01,19686
Sabah,Sandakan,secondary,both,2022-01-01,20024
Sabah,Sandakan,secondary,female,2017-01-01,10596
Sabah,Sandakan,secondary,female,2018-01-01,9469
Sabah,Sandakan,secondary,female,2019-01-01,9476
Sabah,Sandakan,secondary,female,2020-01-01,9467
Sabah,Sandakan,secondary,female,2021-01-01,9675
Sabah,Sandakan,secondary,female,2022-01-01,9758
Sabah,Sandakan,secondary,male,2017-01-01,10245
Sabah,Sandakan,secondary,male,2018-01-01,9479
Sabah,Sandakan,secondary,male,2019-01-01,9421
Sabah,Sandakan,secondary,male,2020-01-01,9525
Sabah,Sandakan,secondary,male,2021-01-01,10011
Sabah,Sandakan,secondary,male,2022-01-01,10266
Sabah,Sandakan,post_secondary,both,2018-01-01,1803
Sabah,Sandakan,post_secondary,both,2019-01-01,1950
Sabah,Sandakan,post_secondary,both,2020-01-01,996
Sabah,Sandakan,post_secondary,both,2021-01-01,1051
Sabah,Sandakan,post_secondary,both,2022-01-01,962
Sabah,Sandakan,post_secondary,female,2018-01-01,1161
Sabah,Sandakan,post_secondary,female,2019-01-01,1231
Sabah,Sandakan,post_secondary,female,2020-01-01,620
Sabah,Sandakan,post_secondary,female,2021-01-01,692
Sabah,Sandakan,post_secondary,female,2022-01-01,592
Sabah,Sandakan,post_secondary,male,2018-01-01,642
Sabah,Sandakan,post_secondary,male,2019-01-01,719
Sabah,Sandakan,post_secondary,male,2020-01-01,376
Sabah,Sandakan,post_secondary,male,2021-01-01,359
Sabah,Sandakan,post_secondary,male,2022-01-01,370
Sabah,Semporna,primary,both,2017-01-01,14998
Sabah,Semporna,primary,both,2018-01-01,14903
Sabah,Semporna,primary,both,2019-01-01,15170
Sabah,Semporna,primary,both,2020-01-01,15336
Sabah,Semporna,primary,both,2021-01-01,15647
Sabah,Semporna,primary,both,2022-01-01,15560
Sabah,Semporna,primary,female,2017-01-01,7279
Sabah,Semporna,primary,female,2018-01-01,7212
Sabah,Semporna,primary,female,2019-01-01,7347
Sabah,Semporna,primary,female,2020-01-01,7394
Sabah,Semporna,primary,female,2021-01-01,7551
Sabah,Semporna,primary,female,2022-01-01,7546
Sabah,Semporna,primary,male,2017-01-01,7719
Sabah,Semporna,primary,male,2018-01-01,7691
Sabah,Semporna,primary,male,2019-01-01,7823
Sabah,Semporna,primary,male,2020-01-01,7942
Sabah,Semporna,primary,male,2021-01-01,8096
Sabah,Semporna,primary,male,2022-01-01,8014
Sabah,Semporna,secondary,both,2017-01-01,11012
Sabah,Semporna,secondary,both,2018-01-01,10221
Sabah,Semporna,secondary,both,2019-01-01,10206
Sabah,Semporna,secondary,both,2020-01-01,10178
Sabah,Semporna,secondary,both,2021-01-01,10656
Sabah,Semporna,secondary,both,2022-01-01,10749
Sabah,Semporna,secondary,female,2017-01-01,5707
Sabah,Semporna,secondary,female,2018-01-01,5142
Sabah,Semporna,secondary,female,2019-01-01,5146
Sabah,Semporna,secondary,female,2020-01-01,5168
Sabah,Semporna,secondary,female,2021-01-01,5309
Sabah,Semporna,secondary,female,2022-01-01,5235
Sabah,Semporna,secondary,male,2017-01-01,5305
Sabah,Semporna,secondary,male,2018-01-01,5079
Sabah,Semporna,secondary,male,2019-01-01,5060
Sabah,Semporna,secondary,male,2020-01-01,5010
Sabah,Semporna,secondary,male,2021-01-01,5347
Sabah,Semporna,secondary,male,2022-01-01,5514
Sabah,Semporna,post_secondary,both,2018-01-01,847
Sabah,Semporna,post_secondary,both,2019-01-01,973
Sabah,Semporna,post_secondary,both,2020-01-01,448
Sabah,Semporna,post_secondary,both,2021-01-01,559
Sabah,Semporna,post_secondary,both,2022-01-01,490
Sabah,Semporna,post_secondary,female,2018-01-01,560
Sabah,Semporna,post_secondary,female,2019-01-01,647
Sabah,Semporna,post_secondary,female,2020-01-01,308
Sabah,Semporna,post_secondary,female,2021-01-01,344
Sabah,Semporna,post_secondary,female,2022-01-01,353
Sabah,Semporna,post_secondary,male,2018-01-01,287
Sabah,Semporna,post_secondary,male,2019-01-01,326
Sabah,Semporna,post_secondary,male,2020-01-01,140
Sabah,Semporna,post_secondary,male,2021-01-01,215
Sabah,Semporna,post_secondary,male,2022-01-01,137
Sabah,Sipitang,primary,both,2017-01-01,3581
Sabah,Sipitang,primary,both,2018-01-01,3553
Sabah,Sipitang,primary,both,2019-01-01,3569
Sabah,Sipitang,primary,both,2020-01-01,3585
Sabah,Sipitang,primary,both,2021-01-01,3574
Sabah,Sipitang,primary,both,2022-01-01,3619
Sabah,Sipitang,primary,female,2017-01-01,1759
Sabah,Sipitang,primary,female,2018-01-01,1749
Sabah,Sipitang,primary,female,2019-01-01,1755
Sabah,Sipitang,primary,female,2020-01-01,1728
Sabah,Sipitang,primary,female,2021-01-01,1738
Sabah,Sipitang,primary,female,2022-01-01,1738
Sabah,Sipitang,primary,male,2017-01-01,1822
Sabah,Sipitang,primary,male,2018-01-01,1804
Sabah,Sipitang,primary,male,2019-01-01,1814
Sabah,Sipitang,primary,male,2020-01-01,1857
Sabah,Sipitang,primary,male,2021-01-01,1836
Sabah,Sipitang,primary,male,2022-01-01,1881
Sabah,Sipitang,secondary,both,2017-01-01,2717
Sabah,Sipitang,secondary,both,2018-01-01,2454
Sabah,Sipitang,secondary,both,2019-01-01,2473
Sabah,Sipitang,secondary,both,2020-01-01,2488
Sabah,Sipitang,secondary,both,2021-01-01,2455
Sabah,Sipitang,secondary,both,2022-01-01,2491
Sabah,Sipitang,secondary,female,2017-01-01,1344
Sabah,Sipitang,secondary,female,2018-01-01,1187
Sabah,Sipitang,secondary,female,2019-01-01,1195
Sabah,Sipitang,secondary,female,2020-01-01,1202
Sabah,Sipitang,secondary,female,2021-01-01,1182
Sabah,Sipitang,secondary,female,2022-01-01,1227
Sabah,Sipitang,secondary,male,2017-01-01,1373
Sabah,Sipitang,secondary,male,2018-01-01,1267
Sabah,Sipitang,secondary,male,2019-01-01,1278
Sabah,Sipitang,secondary,male,2020-01-01,1286
Sabah,Sipitang,secondary,male,2021-01-01,1273
Sabah,Sipitang,secondary,male,2022-01-01,1264
Sabah,Sipitang,post_secondary,both,2018-01-01,192
Sabah,Sipitang,post_secondary,both,2019-01-01,223
Sabah,Sipitang,post_secondary,both,2020-01-01,113
Sabah,Sipitang,post_secondary,both,2021-01-01,108
Sabah,Sipitang,post_secondary,both,2022-01-01,104
Sabah,Sipitang,post_secondary,female,2018-01-01,145
Sabah,Sipitang,post_secondary,female,2019-01-01,153
Sabah,Sipitang,post_secondary,female,2020-01-01,73
Sabah,Sipitang,post_secondary,female,2021-01-01,76
Sabah,Sipitang,post_secondary,female,2022-01-01,69
Sabah,Sipitang,post_secondary,male,2018-01-01,47
Sabah,Sipitang,post_secondary,male,2019-01-01,70
Sabah,Sipitang,post_secondary,male,2020-01-01,40
Sabah,Sipitang,post_secondary,male,2021-01-01,32
Sabah,Sipitang,post_secondary,male,2022-01-01,35
Sabah,Tambunan,primary,both,2017-01-01,3585
Sabah,Tambunan,primary,both,2018-01-01,3584
Sabah,Tambunan,primary,both,2019-01-01,3648
Sabah,Tambunan,primary,both,2020-01-01,3767
Sabah,Tambunan,primary,both,2021-01-01,3846
Sabah,Tambunan,primary,both,2022-01-01,3852
Sabah,Tambunan,primary,female,2017-01-01,1758
Sabah,Tambunan,primary,female,2018-01-01,1750
Sabah,Tambunan,primary,female,2019-01-01,1770
Sabah,Tambunan,primary,female,2020-01-01,1839
Sabah,Tambunan,primary,female,2021-01-01,1860
Sabah,Tambunan,primary,female,2022-01-01,1880
Sabah,Tambunan,primary,male,2017-01-01,1827
Sabah,Tambunan,primary,male,2018-01-01,1834
Sabah,Tambunan,primary,male,2019-01-01,1878
Sabah,Tambunan,primary,male,2020-01-01,1928
Sabah,Tambunan,primary,male,2021-01-01,1986
Sabah,Tambunan,primary,male,2022-01-01,1972
Sabah,Tambunan,secondary,both,2017-01-01,3292
Sabah,Tambunan,secondary,both,2018-01-01,2972
Sabah,Tambunan,secondary,both,2019-01-01,2823
Sabah,Tambunan,secondary,both,2020-01-01,2711
Sabah,Tambunan,secondary,both,2021-01-01,2808
Sabah,Tambunan,secondary,both,2022-01-01,2906
Sabah,Tambunan,secondary,female,2017-01-01,1660
Sabah,Tambunan,secondary,female,2018-01-01,1468
Sabah,Tambunan,secondary,female,2019-01-01,1422
Sabah,Tambunan,secondary,female,2020-01-01,1355
Sabah,Tambunan,secondary,female,2021-01-01,1378
Sabah,Tambunan,secondary,female,2022-01-01,1436
Sabah,Tambunan,secondary,male,2017-01-01,1632
Sabah,Tambunan,secondary,male,2018-01-01,1504
Sabah,Tambunan,secondary,male,2019-01-01,1401
Sabah,Tambunan,secondary,male,2020-01-01,1356
Sabah,Tambunan,secondary,male,2021-01-01,1430
Sabah,Tambunan,secondary,male,2022-01-01,1470
Sabah,Tambunan,post_secondary,both,2018-01-01,311
Sabah,Tambunan,post_secondary,both,2019-01-01,365
Sabah,Tambunan,post_secondary,both,2020-01-01,164
Sabah,Tambunan,post_secondary,both,2021-01-01,165
Sabah,Tambunan,post_secondary,both,2022-01-01,102
Sabah,Tambunan,post_secondary,female,2018-01-01,206
Sabah,Tambunan,post_secondary,female,2019-01-01,232
Sabah,Tambunan,post_secondary,female,2020-01-01,103
Sabah,Tambunan,post_secondary,female,2021-01-01,103
Sabah,Tambunan,post_secondary,female,2022-01-01,69
Sabah,Tambunan,post_secondary,male,2018-01-01,105
Sabah,Tambunan,post_secondary,male,2019-01-01,133
Sabah,Tambunan,post_secondary,male,2020-01-01,61
Sabah,Tambunan,post_secondary,male,2021-01-01,62
Sabah,Tambunan,post_secondary,male,2022-01-01,33
Sabah,Tawau,primary,both,2017-01-01,26845
Sabah,Tawau,primary,both,2018-01-01,26631
Sabah,Tawau,primary,both,2019-01-01,27031
Sabah,Tawau,primary,both,2020-01-01,27397
Sabah,Tawau,primary,both,2021-01-01,27893
Sabah,Tawau,primary,both,2022-01-01,28213
Sabah,Tawau,primary,female,2017-01-01,13139
Sabah,Tawau,primary,female,2018-01-01,13050
Sabah,Tawau,primary,female,2019-01-01,13238
Sabah,Tawau,primary,female,2020-01-01,13346
Sabah,Tawau,primary,female,2021-01-01,13576
Sabah,Tawau,primary,female,2022-01-01,13744
Sabah,Tawau,primary,male,2017-01-01,13706
Sabah,Tawau,primary,male,2018-01-01,13581
Sabah,Tawau,primary,male,2019-01-01,13793
Sabah,Tawau,primary,male,2020-01-01,14051
Sabah,Tawau,primary,male,2021-01-01,14317
Sabah,Tawau,primary,male,2022-01-01,14469
Sabah,Tawau,secondary,both,2017-01-01,21051
Sabah,Tawau,secondary,both,2018-01-01,18972
Sabah,Tawau,secondary,both,2019-01-01,18831
Sabah,Tawau,secondary,both,2020-01-01,18914
Sabah,Tawau,secondary,both,2021-01-01,19434
Sabah,Tawau,secondary,both,2022-01-01,19447
Sabah,Tawau,secondary,female,2017-01-01,10617
Sabah,Tawau,secondary,female,2018-01-01,9342
Sabah,Tawau,secondary,female,2019-01-01,9358
Sabah,Tawau,secondary,female,2020-01-01,9439
Sabah,Tawau,secondary,female,2021-01-01,9700
Sabah,Tawau,secondary,female,2022-01-01,9658
Sabah,Tawau,secondary,male,2017-01-01,10434
Sabah,Tawau,secondary,male,2018-01-01,9630
Sabah,Tawau,secondary,male,2019-01-01,9473
Sabah,Tawau,secondary,male,2020-01-01,9475
Sabah,Tawau,secondary,male,2021-01-01,9734
Sabah,Tawau,secondary,male,2022-01-01,9789
Sabah,Tawau,post_secondary,both,2018-01-01,1910
Sabah,Tawau,post_secondary,both,2019-01-01,2011
Sabah,Tawau,post_secondary,both,2020-01-01,1186
Sabah,Tawau,post_secondary,both,2021-01-01,1114
Sabah,Tawau,post_secondary,both,2022-01-01,1135
Sabah,Tawau,post_secondary,female,2018-01-01,1186
Sabah,Tawau,post_secondary,female,2019-01-01,1192
Sabah,Tawau,post_secondary,female,2020-01-01,680
Sabah,Tawau,post_secondary,female,2021-01-01,724
Sabah,Tawau,post_secondary,female,2022-01-01,683
Sabah,Tawau,post_secondary,male,2018-01-01,724
Sabah,Tawau,post_secondary,male,2019-01-01,819
Sabah,Tawau,post_secondary,male,2020-01-01,506
Sabah,Tawau,post_secondary,male,2021-01-01,390
Sabah,Tawau,post_secondary,male,2022-01-01,452
Sabah,Telupid,primary,both,2018-01-01,1850
Sabah,Telupid,primary,both,2019-01-01,1858
Sabah,Telupid,primary,both,2020-01-01,1849
Sabah,Telupid,primary,both,2021-01-01,1867
Sabah,Telupid,primary,both,2022-01-01,1870
Sabah,Telupid,primary,female,2018-01-01,891
Sabah,Telupid,primary,female,2019-01-01,920
Sabah,Telupid,primary,female,2020-01-01,901
Sabah,Telupid,primary,female,2021-01-01,917
Sabah,Telupid,primary,female,2022-01-01,914
Sabah,Telupid,primary,male,2018-01-01,959
Sabah,Telupid,primary,male,2019-01-01,938
Sabah,Telupid,primary,male,2020-01-01,948
Sabah,Telupid,primary,male,2021-01-01,950
Sabah,Telupid,primary,male,2022-01-01,956
Sabah,Telupid,secondary,both,2018-01-01,1629
Sabah,Telupid,secondary,both,2019-01-01,1621
Sabah,Telupid,secondary,both,2020-01-01,1610
Sabah,Telupid,secondary,both,2021-01-01,1660
Sabah,Telupid,secondary,both,2022-01-01,1764
Sabah,Telupid,secondary,female,2018-01-01,803
Sabah,Telupid,secondary,female,2019-01-01,777
Sabah,Telupid,secondary,female,2020-01-01,793
Sabah,Telupid,secondary,female,2021-01-01,816
Sabah,Telupid,secondary,female,2022-01-01,876
Sabah,Telupid,secondary,male,2018-01-01,826
Sabah,Telupid,secondary,male,2019-01-01,844
Sabah,Telupid,secondary,male,2020-01-01,817
Sabah,Telupid,secondary,male,2021-01-01,844
Sabah,Telupid,secondary,male,2022-01-01,888
Sabah,Telupid,post_secondary,both,2018-01-01,182
Sabah,Telupid,post_secondary,both,2019-01-01,152
Sabah,Telupid,post_secondary,both,2020-01-01,71
Sabah,Telupid,post_secondary,both,2021-01-01,68
Sabah,Telupid,post_secondary,both,2022-01-01,66
Sabah,Telupid,post_secondary,female,2018-01-01,134
Sabah,Telupid,post_secondary,female,2019-01-01,104
Sabah,Telupid,post_secondary,female,2020-01-01,50
Sabah,Telupid,post_secondary,female,2021-01-01,46
Sabah,Telupid,post_secondary,female,2022-01-01,38
Sabah,Telupid,post_secondary,male,2018-01-01,48
Sabah,Telupid,post_secondary,male,2019-01-01,48
Sabah,Telupid,post_secondary,male,2020-01-01,21
Sabah,Telupid,post_secondary,male,2021-01-01,22
Sabah,Telupid,post_secondary,male,2022-01-01,28
Sabah,Tenom,primary,both,2017-01-01,5948
Sabah,Tenom,primary,both,2018-01-01,6010
Sabah,Tenom,primary,both,2019-01-01,6130
Sabah,Tenom,primary,both,2020-01-01,6191
Sabah,Tenom,primary,both,2021-01-01,6222
Sabah,Tenom,primary,both,2022-01-01,6190
Sabah,Tenom,primary,female,2017-01-01,2831
Sabah,Tenom,primary,female,2018-01-01,2897
Sabah,Tenom,primary,female,2019-01-01,2948
Sabah,Tenom,primary,female,2020-01-01,3002
Sabah,Tenom,primary,female,2021-01-01,3027
Sabah,Tenom,primary,female,2022-01-01,3009
Sabah,Tenom,primary,male,2017-01-01,3117
Sabah,Tenom,primary,male,2018-01-01,3113
Sabah,Tenom,primary,male,2019-01-01,3182
Sabah,Tenom,primary,male,2020-01-01,3189
Sabah,Tenom,primary,male,2021-01-01,3195
Sabah,Tenom,primary,male,2022-01-01,3181
Sabah,Tenom,secondary,both,2017-01-01,4866
Sabah,Tenom,secondary,both,2018-01-01,4349
Sabah,Tenom,secondary,both,2019-01-01,4344
Sabah,Tenom,secondary,both,2020-01-01,4380
Sabah,Tenom,secondary,both,2021-01-01,4572
Sabah,Tenom,secondary,both,2022-01-01,4727
Sabah,Tenom,secondary,female,2017-01-01,2484
Sabah,Tenom,secondary,female,2018-01-01,2184
Sabah,Tenom,secondary,female,2019-01-01,2163
Sabah,Tenom,secondary,female,2020-01-01,2186
Sabah,Tenom,secondary,female,2021-01-01,2213
Sabah,Tenom,secondary,female,2022-01-01,2274
Sabah,Tenom,secondary,male,2017-01-01,2382
Sabah,Tenom,secondary,male,2018-01-01,2165
Sabah,Tenom,secondary,male,2019-01-01,2181
Sabah,Tenom,secondary,male,2020-01-01,2194
Sabah,Tenom,secondary,male,2021-01-01,2359
Sabah,Tenom,secondary,male,2022-01-01,2453
Sabah,Tenom,post_secondary,both,2018-01-01,418
Sabah,Tenom,post_secondary,both,2019-01-01,386
Sabah,Tenom,post_secondary,both,2020-01-01,160
Sabah,Tenom,post_secondary,both,2021-01-01,166
Sabah,Tenom,post_secondary,both,2022-01-01,162
Sabah,Tenom,post_secondary,female,2018-01-01,271
Sabah,Tenom,post_secondary,female,2019-01-01,249
Sabah,Tenom,post_secondary,female,2020-01-01,102
Sabah,Tenom,post_secondary,female,2021-01-01,109
Sabah,Tenom,post_secondary,female,2022-01-01,120
Sabah,Tenom,post_secondary,male,2018-01-01,147
Sabah,Tenom,post_secondary,male,2019-01-01,137
Sabah,Tenom,post_secondary,male,2020-01-01,58
Sabah,Tenom,post_secondary,male,2021-01-01,57
Sabah,Tenom,post_secondary,male,2022-01-01,42
Sabah,Tongod,primary,both,2017-01-01,5318
Sabah,Tongod,primary,both,2018-01-01,3597
Sabah,Tongod,primary,both,2019-01-01,3719
Sabah,Tongod,primary,both,2020-01-01,3675
Sabah,Tongod,primary,both,2021-01-01,3614
Sabah,Tongod,primary,both,2022-01-01,3612
Sabah,Tongod,primary,female,2017-01-01,2603
Sabah,Tongod,primary,female,2018-01-01,1769
Sabah,Tongod,primary,female,2019-01-01,1815
Sabah,Tongod,primary,female,2020-01-01,1773
Sabah,Tongod,primary,female,2021-01-01,1757
Sabah,Tongod,primary,female,2022-01-01,1709
Sabah,Tongod,primary,male,2017-01-01,2715
Sabah,Tongod,primary,male,2018-01-01,1828
Sabah,Tongod,primary,male,2019-01-01,1904
Sabah,Tongod,primary,male,2020-01-01,1902
Sabah,Tongod,primary,male,2021-01-01,1857
Sabah,Tongod,primary,male,2022-01-01,1903
Sabah,Tongod,secondary,both,2017-01-01,3884
Sabah,Tongod,secondary,both,2018-01-01,2006
Sabah,Tongod,secondary,both,2019-01-01,1982
Sabah,Tongod,secondary,both,2020-01-01,2013
Sabah,Tongod,secondary,both,2021-01-01,2163
Sabah,Tongod,secondary,both,2022-01-01,2214
Sabah,Tongod,secondary,female,2017-01-01,2053
Sabah,Tongod,secondary,female,2018-01-01,1058
Sabah,Tongod,secondary,female,2019-01-01,1056
Sabah,Tongod,secondary,female,2020-01-01,1043
Sabah,Tongod,secondary,female,2021-01-01,1083
Sabah,Tongod,secondary,female,2022-01-01,1105
Sabah,Tongod,secondary,male,2017-01-01,1831
Sabah,Tongod,secondary,male,2018-01-01,948
Sabah,Tongod,secondary,male,2019-01-01,926
Sabah,Tongod,secondary,male,2020-01-01,970
